service_start,service_end,origin,destination,distance,total_fare,passengers,mode,record_id
2019-03-27 14:37:38,2019-03-27 14:44:19,Lincoln Square West,Upper West Side North,1.28,9.8,1,Taxi,944
2019-03-03 13:13:56,2019-03-03 13:22:47,Upper West Side South,Lincoln Square East,1.3,13.0,1,Taxi,945
2019-03-23 14:46:49,2019-03-23 15:07:10,Garment District,Two Bridges/Seward Park,4.0,24.35,1,Taxi,946
2019-03-02 16:44:47,2019-03-02 17:12:53,Midtown North,Lower East Side,3.5,21.8,1,Taxi,947
2019-03-14 15:57:41,2019-03-14 16:08:16,Yorkville West,Manhattan Valley,2.2,16.8,1,Taxi,948
2019-03-15 15:39:44,2019-03-15 16:36:49,UN/Turtle Bay South,JFK Airport,16.3,71.06,2,Taxi,949
2019-03-20 20:35:58,2019-03-20 20:45:23,Murray Hill,Midtown East,1.32,12.3,1,Taxi,950
2019-03-10 14:10:22,2019-03-10 14:19:28,Clinton East,Clinton West,0.6,11.3,1,Taxi,951
2019-03-14 00:56:40,2019-03-14 01:01:26,East Village,Lower East Side,0.7,9.8,0,Taxi,952
2019-03-27 09:03:30,2019-03-27 09:28:47,Murray Hill,Clinton West,1.54,18.8,1,Taxi,953
2019-03-08 02:58:37,2019-03-08 03:19:27,Garment District,Central Harlem North,6.9,27.3,2,Taxi,954
2019-03-11 13:37:20,2019-03-11 13:51:45,Midtown Center,Greenwich Village North,2.06,17.16,5,Taxi,955
2019-03-31 07:52:57,2019-03-31 07:58:31,Meatpacking/West Village West,TriBeCa/Civic Center,1.48,9.8,1,Taxi,956
2019-03-27 21:02:45,2019-03-27 21:10:55,Midtown Center,Lincoln Square East,1.08,13.56,1,Taxi,957
2019-03-01 23:35:14,2019-03-01 23:43:25,Little Italy/NoLiTa,West Village,1.11,14.04,5,Taxi,958
2019-03-10 22:57:48,2019-03-10 23:04:18,Greenwich Village South,Alphabet City,1.1,11.3,2,Taxi,959
2019-03-17 21:28:42,2019-03-17 21:44:25,Upper West Side South,East Chelsea,3.0,20.15,1,Taxi,960
2019-03-22 13:57:20,2019-03-22 14:06:28,East Village,UN/Turtle Bay South,1.42,13.56,1,Taxi,961
2019-03-01 06:41:00,2019-03-01 06:48:19,Lincoln Square West,Midtown East,1.84,13.56,2,Taxi,962
2019-03-24 16:03:55,2019-03-24 16:37:14,LaGuardia Airport,Upper West Side North,9.19,44.47,1,Taxi,963
2019-03-16 19:55:52,2019-03-16 20:10:26,Flatiron,West Chelsea/Hudson Yards,1.88,17.16,1,Taxi,964
2019-03-14 18:19:17,2019-03-14 18:27:37,Upper East Side North,Lincoln Square East,1.47,12.3,1,Taxi,965
2019-03-05 07:14:16,2019-03-05 07:27:30,Greenwich Village North,Midtown South,2.37,16.56,1,Taxi,966
2019-03-23 11:59:53,2019-03-23 12:16:28,Yorkville East,Times Sq/Theatre District,3.78,21.36,2,Taxi,967
2019-03-30 05:50:22,2019-03-30 06:11:31,Steinway,Bushwick South,8.1,32.75,1,Taxi,968
2019-03-27 21:51:08,2019-03-27 21:54:52,Lincoln Square East,Clinton East,0.81,9.8,1,Taxi,969
2019-03-16 14:18:58,2019-03-16 14:24:08,West Village,TriBeCa/Civic Center,1.15,9.76,2,Taxi,970
2019-03-29 00:02:00,2019-03-29 00:02:05,,,0.0,50.3,2,Taxi,971
2019-03-21 19:27:42,2019-03-21 19:44:51,JFK Airport,Woodhaven,7.2,23.3,1,Taxi,972
2019-03-04 21:05:30,2019-03-04 21:34:34,JFK Airport,Midtown Center,16.82,76.32,1,Taxi,973
2019-03-16 14:38:18,2019-03-16 14:44:58,Upper East Side South,Upper East Side South,0.85,9.3,2,Taxi,974
2019-03-07 13:10:37,2019-03-07 13:35:41,LaGuardia Airport,Midtown Center,8.68,45.7,1,Taxi,975
2019-03-21 18:03:47,2019-03-21 18:30:47,Midtown Center,Central Harlem North,4.99,29.76,5,Taxi,976
2019-03-08 00:30:05,2019-03-08 00:32:45,UN/Turtle Bay South,UN/Turtle Bay South,0.99,10.56,1,Taxi,977
2019-03-01 15:45:19,2019-03-01 15:47:06,Kips Bay,UN/Turtle Bay South,0.5,7.8,1,Taxi,978
2019-03-09 20:48:43,2019-03-09 20:55:09,Upper East Side South,Lincoln Square East,0.87,10.8,1,Taxi,979
2019-03-30 23:46:27,2019-03-30 23:53:42,East Village,Gramercy,0.99,12.36,1,Taxi,980
2019-03-12 22:22:06,2019-03-12 22:27:22,Gramercy,UN/Turtle Bay South,1.0,9.3,1,Taxi,981
2019-03-27 17:26:24,2019-03-27 17:33:56,Midtown East,Upper East Side South,0.5,7.8,1,Taxi,982
2019-03-22 10:19:07,2019-03-22 10:26:10,Lincoln Square East,Lincoln Square West,0.73,9.8,1,Taxi,983
2019-03-18 21:52:51,2019-03-18 22:23:12,Midtown Center,Clinton Hill,8.7,38.5,3,Taxi,984
2019-03-31 01:18:04,2019-03-31 01:27:35,Yorkville West,UN/Turtle Bay South,2.6,14.8,1,Taxi,985
2019-03-01 13:17:12,2019-03-01 13:25:18,Midtown Center,UN/Turtle Bay South,0.8,11.75,1,Taxi,986
2019-03-19 08:51:33,2019-03-19 09:01:10,Clinton East,Midtown Center,0.8,12.95,1,Taxi,987
2019-03-30 01:40:32,2019-03-30 01:42:00,Long Island City/Queens Plaza,Astoria,0.64,5.3,1,Taxi,988
2019-03-27 17:48:40,2019-03-27 17:55:55,East Village,Murray Hill,1.31,11.3,1,Taxi,989
2019-03-28 16:29:27,2019-03-28 16:55:52,Union Sq,Upper West Side North,5.14,29.76,1,Taxi,990
2019-03-30 10:46:08,2019-03-30 10:54:04,Central Harlem North,East Harlem North,1.56,11.91,2,Taxi,991
2019-03-01 07:06:20,2019-03-01 07:09:34,Lenox Hill West,Upper East Side North,0.66,9.36,5,Taxi,992
2019-03-30 13:42:26,2019-03-30 13:44:47,Times Sq/Theatre District,Midtown Center,0.29,6.8,6,Taxi,993
2019-03-19 09:36:24,2019-03-19 10:09:41,Manhattanville,Midtown East,6.8,28.8,1,Taxi,994
2019-03-02 10:32:56,2019-03-02 10:46:13,Garment District,Midtown North,1.54,15.36,2,Taxi,995
2019-03-02 23:55:24,2019-03-03 00:04:02,Central Park,Upper West Side North,1.6,14.16,1,Taxi,996
2019-03-22 09:02:34,2019-03-22 09:32:22,LaGuardia Airport,Kips Bay,8.3,43.26,1,Taxi,997
2019-03-15 15:44:24,2019-03-15 15:48:39,Upper West Side South,Lincoln Square East,0.86,9.3,1,Taxi,998
2019-03-27 22:24:45,2019-03-27 22:40:25,Midtown Center,Central Harlem North,5.15,24.36,1,Taxi,999
2019-03-02 19:16:15,2019-03-02 19:23:04,Sutton Place/Turtle Bay North,Lenox Hill East,1.02,10.8,1,Taxi,1000
